time,open,high,low,close,volume
2025-02-07 04:15:00,0.56876,0.56895,0.56869,0.56883,315
2025-02-07 04:30:00,0.56883,0.56883,0.56852,0.56855,255
2025-02-07 04:45:00,0.56855,0.5687,0.56847,0.56869,279
2025-02-07 05:00:00,0.56869,0.56873,0.56836,0.56858,269
2025-02-07 05:15:00,0.56859,0.56867,0.56845,0.56849,362
2025-02-07 05:30:00,0.56848,0.56871,0.56796,0.56798,256
2025-02-07 05:45:00,0.56798,0.56818,0.56795,0.56812,208
2025-02-07 06:00:00,0.56812,0.56816,0.56774,0.56776,146
2025-02-07 06:15:00,0.56776,0.56787,0.56761,0.56765,161
2025-02-07 06:30:00,0.56768,0.56788,0.56757,0.56764,193
2025-02-07 06:45:00,0.56765,0.56773,0.56749,0.5677,123
2025-02-07 07:00:00,0.56769,0.5678,0.5676,0.5676,223
2025-02-07 07:15:00,0.56759,0.56769,0.56748,0.56759,178
2025-02-07 07:30:00,0.56758,0.56779,0.56756,0.56758,203
2025-02-07 07:45:00,0.56758,0.56758,0.56727,0.56747,285
2025-02-07 08:00:00,0.56747,0.56749,0.56719,0.56747,268
2025-02-07 08:15:00,0.56746,0.5675,0.56729,0.56735,221
2025-02-07 08:30:00,0.56736,0.56746,0.56722,0.56733,268
2025-02-07 08:45:00,0.56733,0.56743,0.56725,0.56743,208
2025-02-07 09:00:00,0.56743,0.56775,0.56738,0.5677,327
2025-02-07 09:15:00,0.5677,0.56788,0.56764,0.56784,293
2025-02-07 09:30:00,0.56786,0.56811,0.56778,0.56794,321
2025-02-07 09:45:00,0.56795,0.56797,0.56775,0.56785,291
2025-02-07 10:00:00,0.56784,0.56819,0.56771,0.56816,355
2025-02-07 10:15:00,0.56816,0.56839,0.56802,0.56817,334
2025-02-07 10:30:00,0.56818,0.56859,0.56818,0.56856,295
2025-02-07 10:45:00,0.56858,0.56893,0.56854,0.56883,288
2025-02-07 11:00:00,0.56883,0.56891,0.56862,0.56889,360
2025-02-07 11:15:00,0.56888,0.5689,0.56869,0.56871,288
2025-02-07 11:30:00,0.5687,0.56881,0.56859,0.56879,273
2025-02-07 11:45:00,0.56879,0.5688,0.56852,0.56859,261
2025-02-07 12:00:00,0.5686,0.56862,0.56824,0.56834,250
2025-02-07 12:15:00,0.56835,0.56838,0.56813,0.56817,276
2025-02-07 12:30:00,0.56818,0.56831,0.568,0.56803,270
2025-02-07 12:45:00,0.56802,0.56804,0.56772,0.56774,249
2025-02-07 13:00:00,0.56774,0.56777,0.56743,0.56755,252
2025-02-07 13:15:00,0.56754,0.56767,0.56737,0.56744,260
2025-02-07 13:30:00,0.56745,0.56753,0.56731,0.56747,227
2025-02-07 13:45:00,0.56747,0.56761,0.56743,0.56747,255
2025-02-07 14:00:00,0.56746,0.56746,0.56716,0.56725,279
2025-02-07 14:15:00,0.56725,0.56738,0.56713,0.56718,243
2025-02-07 14:30:00,0.56717,0.56735,0.56711,0.56729,306
2025-02-07 14:45:00,0.56729,0.56752,0.56721,0.56736,330
2025-02-07 15:00:00,0.56738,0.56748,0.56718,0.56737,402
2025-02-07 15:15:00,0.56738,0.56752,0.56695,0.56701,412
2025-02-07 15:30:00,0.56658,0.56942,0.56589,0.56713,1372
2025-02-07 15:45:00,0.56704,0.56736,0.56623,0.56666,995
2025-02-07 16:00:00,0.56665,0.56727,0.56636,0.56727,831
2025-02-07 16:15:00,0.56727,0.56768,0.56698,0.56763,742
2025-02-07 16:30:00,0.56765,0.56797,0.56749,0.56759,715
2025-02-07 16:45:00,0.5676,0.56824,0.56755,0.56782,617
2025-02-07 17:00:00,0.56735,0.56787,0.5667,0.5669,987
2025-02-07 17:15:00,0.56691,0.56704,0.56646,0.56651,797
2025-02-07 17:30:00,0.56649,0.56704,0.56636,0.56692,720
2025-02-07 17:45:00,0.56694,0.56743,0.5645,0.56598,969
2025-02-07 18:00:00,0.566,0.566,0.56475,0.56518,1175
2025-02-07 18:15:00,0.56518,0.56634,0.56488,0.56509,1107
2025-02-07 18:30:00,0.5651,0.56545,0.56483,0.56488,884
2025-02-07 18:45:00,0.56487,0.56529,0.56463,0.56493,801
2025-02-07 19:00:00,0.56493,0.56623,0.56464,0.56545,1081
2025-02-07 19:15:00,0.56544,0.56553,0.56404,0.56487,1104
2025-02-07 19:30:00,0.56488,0.56527,0.56471,0.56507,761
2025-02-07 19:45:00,0.56508,0.56527,0.56486,0.5652,487
2025-02-07 20:00:00,0.56518,0.56602,0.56516,0.56593,416
2025-02-07 20:15:00,0.56595,0.56618,0.56594,0.56598,325
2025-02-07 20:30:00,0.56598,0.56609,0.56543,0.56549,229
2025-02-07 20:45:00,0.5655,0.56553,0.56532,0.5654,291
2025-02-07 21:00:00,0.56542,0.5656,0.56538,0.5655,268
2025-02-07 21:15:00,0.56553,0.566,0.56553,0.56581,320
2025-02-07 21:30:00,0.5658,0.56608,0.56567,0.56582,322
2025-02-07 21:45:00,0.56584,0.56592,0.5657,0.56581,246
2025-02-07 22:00:00,0.56581,0.56606,0.56574,0.56584,373
2025-02-07 22:15:00,0.56583,0.56597,0.56563,0.56566,332
2025-02-07 22:30:00,0.56569,0.56575,0.56539,0.56539,296
2025-02-07 22:45:00,0.56541,0.56579,0.56539,0.56578,300
2025-02-07 23:00:00,0.56579,0.56586,0.56572,0.56583,190
2025-02-07 23:15:00,0.56583,0.56595,0.56576,0.56585,177
2025-02-07 23:30:00,0.56585,0.56592,0.56555,0.56566,194
2025-02-07 23:45:00,0.56566,0.56588,0.56505,0.56563,1167
2025-02-10 00:00:00,0.56112,0.56445,0.56105,0.56387,96
2025-02-10 00:15:00,0.56408,0.56474,0.56368,0.56414,69
2025-02-10 00:30:00,0.56444,0.56488,0.56372,0.56443,245
2025-02-10 00:45:00,0.56443,0.56443,0.5639,0.56402,108
2025-02-10 01:00:00,0.564,0.56507,0.56399,0.56478,354
2025-02-10 01:15:00,0.56477,0.56498,0.5646,0.5647,223
2025-02-10 01:30:00,0.56472,0.56492,0.56453,0.56467,257
2025-02-10 01:45:00,0.56467,0.56486,0.56446,0.56446,368
2025-02-10 02:00:00,0.56446,0.56514,0.56444,0.56478,406
2025-02-10 02:15:00,0.56477,0.56519,0.56472,0.56499,355
2025-02-10 02:30:00,0.565,0.56504,0.56475,0.56482,310
2025-02-10 02:45:00,0.56482,0.56502,0.5645,0.56496,358
2025-02-10 03:00:00,0.56496,0.56503,0.56479,0.56486,400
2025-02-10 03:15:00,0.56484,0.5652,0.56447,0.56462,414
2025-02-10 03:30:00,0.56464,0.56464,0.564,0.56403,607
2025-02-10 03:45:00,0.56398,0.56422,0.56383,0.56404,448
2025-02-10 04:00:00,0.56403,0.56445,0.56395,0.56425,342
2025-02-10 04:15:00,0.56425,0.56429,0.56397,0.56408,315
2025-02-10 04:30:00,0.56408,0.56417,0.56389,0.56417,307
2025-02-10 04:45:00,0.56418,0.56426,0.56409,0.56421,271
2025-02-10 05:00:00,0.56422,0.56478,0.56419,0.56475,270
2025-02-10 05:15:00,0.56475,0.56502,0.56462,0.56497,261
2025-02-10 05:30:00,0.56495,0.5651,0.56482,0.56486,157
2025-02-10 05:45:00,0.56486,0.56525,0.56486,0.5652,228
2025-02-10 06:00:00,0.5652,0.56555,0.56519,0.56544,191
2025-02-10 06:15:00,0.56548,0.56562,0.56533,0.56555,176
2025-02-10 06:30:00,0.56556,0.56563,0.56542,0.56548,155
2025-02-10 06:45:00,0.56549,0.56554,0.56541,0.56553,183
2025-02-10 07:00:00,0.56554,0.56579,0.56547,0.56577,207
2025-02-10 07:15:00,0.56575,0.56599,0.56569,0.56599,214
2025-02-10 07:30:00,0.566,0.56614,0.56575,0.56587,256
2025-02-10 07:45:00,0.56587,0.56589,0.56559,0.5657,255
2025-02-10 08:00:00,0.5657,0.56589,0.56557,0.56559,293
2025-02-10 08:15:00,0.56559,0.56586,0.56558,0.56581,264
2025-02-10 08:30:00,0.56582,0.56617,0.56571,0.56607,331
2025-02-10 08:45:00,0.56607,0.56624,0.56605,0.56616,368
2025-02-10 09:00:00,0.56617,0.56634,0.5658,0.56587,412
2025-02-10 09:15:00,0.56588,0.5659,0.56546,0.56555,399
2025-02-10 09:30:00,0.56556,0.56593,0.56547,0.56591,441
2025-02-10 09:45:00,0.56594,0.566,0.56532,0.56548,516
2025-02-10 10:00:00,0.56547,0.56551,0.56504,0.56507,487
2025-02-10 10:15:00,0.56506,0.56532,0.56486,0.5653,502
2025-02-10 10:30:00,0.56529,0.56537,0.56493,0.56523,445
2025-02-10 10:45:00,0.56523,0.56543,0.5651,0.56519,396
2025-02-10 11:00:00,0.56518,0.56583,0.56516,0.56582,483
2025-02-10 11:15:00,0.56582,0.56586,0.56554,0.56583,378
2025-02-10 11:30:00,0.56583,0.56619,0.56583,0.56611,339
2025-02-10 11:45:00,0.56612,0.56622,0.56569,0.56576,323
2025-02-10 12:00:00,0.56575,0.56582,0.56549,0.56564,355
2025-02-10 12:15:00,0.56564,0.56574,0.56549,0.56561,263
2025-02-10 12:30:00,0.56564,0.56596,0.5656,0.56596,282
2025-02-10 12:45:00,0.56596,0.56602,0.56576,0.56577,272
2025-02-10 13:00:00,0.56576,0.56611,0.56574,0.56604,353
2025-02-10 13:15:00,0.56604,0.56608,0.56577,0.56592,301
2025-02-10 13:30:00,0.56591,0.56592,0.5655,0.56555,252
2025-02-10 13:45:00,0.56555,0.56556,0.5652,0.56525,269
2025-02-10 14:00:00,0.56525,0.56533,0.56472,0.56483,421
2025-02-10 14:15:00,0.56483,0.56497,0.56478,0.56494,297
2025-02-10 14:30:00,0.56495,0.56519,0.56495,0.56511,272
2025-02-10 14:45:00,0.5651,0.56517,0.56488,0.56491,306
2025-02-10 15:00:00,0.56491,0.56542,0.56486,0.56535,390
2025-02-10 15:15:00,0.56536,0.56557,0.56527,0.56543,381
2025-02-10 15:30:00,0.56542,0.56571,0.56541,0.56568,391
2025-02-10 15:45:00,0.56568,0.56591,0.56558,0.5657,386
2025-02-10 16:00:00,0.56574,0.56579,0.56537,0.56549,431
2025-02-10 16:15:00,0.56549,0.56552,0.56512,0.56529,427
2025-02-10 16:30:00,0.56531,0.56558,0.5651,0.56522,576
2025-02-10 16:45:00,0.56521,0.56559,0.5652,0.56544,490
2025-02-10 17:00:00,0.56547,0.56586,0.56544,0.5657,478
2025-02-10 17:15:00,0.5657,0.56585,0.56555,0.56577,400
2025-02-10 17:30:00,0.5658,0.56586,0.56559,0.56564,365
2025-02-10 17:45:00,0.56564,0.56569,0.56546,0.5656,496
2025-02-10 18:00:00,0.56558,0.5657,0.56524,0.56525,444
2025-02-10 18:15:00,0.56526,0.56526,0.56482,0.56495,447
2025-02-10 18:30:00,0.56493,0.56503,0.56473,0.56486,386
2025-02-10 18:45:00,0.56487,0.56495,0.56455,0.56495,329
2025-02-10 19:00:00,0.56495,0.56507,0.5648,0.56487,289
2025-02-10 19:15:00,0.56485,0.56499,0.56474,0.56477,334
2025-02-10 19:30:00,0.56478,0.56486,0.56446,0.56446,304
2025-02-10 19:45:00,0.56445,0.56475,0.56426,0.56475,216
2025-02-10 20:00:00,0.56469,0.5647,0.56434,0.5646,200
2025-02-10 20:15:00,0.5646,0.56469,0.56435,0.56449,165
2025-02-10 20:30:00,0.56449,0.56455,0.56429,0.56431,168
2025-02-10 20:45:00,0.56431,0.56435,0.5641,0.56415,251
2025-02-10 21:00:00,0.56415,0.56434,0.56403,0.56426,158
2025-02-10 21:15:00,0.56426,0.56426,0.56406,0.56414,207
2025-02-10 21:30:00,0.56414,0.56446,0.56414,0.56439,227
2025-02-10 21:45:00,0.56439,0.56444,0.56419,0.56419,227
2025-02-10 22:00:00,0.5642,0.5643,0.56416,0.56425,199
2025-02-10 22:15:00,0.56426,0.56429,0.56405,0.56409,189
2025-02-10 22:30:00,0.56409,0.5642,0.56408,0.56416,151
2025-02-10 22:45:00,0.56415,0.56425,0.56408,0.56421,222
2025-02-10 23:00:00,0.56419,0.56429,0.56413,0.56419,167
2025-02-10 23:15:00,0.56417,0.5642,0.56401,0.56403,107
2025-02-10 23:30:00,0.56402,0.5641,0.56398,0.5641,106
2025-02-10 23:45:00,0.56409,0.5641,0.56386,0.56386,247
2025-02-11 00:00:00,0.56313,0.56439,0.56254,0.56423,100
2025-02-11 00:15:00,0.56421,0.5644,0.56379,0.5644,126
2025-02-11 00:30:00,0.56441,0.56441,0.5639,0.56394,122
2025-02-11 00:45:00,0.56398,0.56424,0.56397,0.56404,146
2025-02-11 01:00:00,0.56406,0.5642,0.5634,0.5635,233
2025-02-11 01:15:00,0.56347,0.56351,0.56284,0.56315,361
2025-02-11 01:30:00,0.56318,0.56341,0.56305,0.56337,343
2025-02-11 01:45:00,0.56337,0.56341,0.5633,0.56336,235
2025-02-11 02:00:00,0.56338,0.56341,0.56291,0.56317,288
2025-02-11 02:15:00,0.56316,0.56336,0.56306,0.56333,263
2025-02-11 02:30:00,0.56333,0.5636,0.5632,0.5635,163
2025-02-11 02:45:00,0.56349,0.56358,0.5633,0.56358,211
2025-02-11 03:00:00,0.56359,0.56375,0.56344,0.56368,260
2025-02-11 03:15:00,0.56368,0.5639,0.56351,0.56376,280
2025-02-11 03:30:00,0.56374,0.56391,0.56364,0.56391,381
2025-02-11 03:45:00,0.56391,0.56391,0.56364,0.5637,244
2025-02-11 04:00:00,0.56371,0.56386,0.56343,0.56345,256
2025-02-11 04:15:00,0.56343,0.56369,0.56331,0.56353,341
2025-02-11 04:30:00,0.56353,0.56355,0.56302,0.56328,362
2025-02-11 04:45:00,0.56328,0.56345,0.56303,0.5631,220
2025-02-11 05:00:00,0.5631,0.56328,0.56298,0.56316,230
2025-02-11 05:15:00,0.56318,0.56354,0.56312,0.5635,211
2025-02-11 05:30:00,0.5635,0.56381,0.5635,0.56381,205
2025-02-11 05:45:00,0.5638,0.56386,0.56368,0.56386,193
2025-02-11 06:00:00,0.56386,0.56415,0.56379,0.56415,152
2025-02-11 06:15:00,0.56415,0.5642,0.56402,0.56415,161
2025-02-11 06:30:00,0.56412,0.56426,0.56408,0.56417,163
2025-02-11 06:45:00,0.56417,0.56434,0.56416,0.56428,157
2025-02-11 07:00:00,0.56428,0.56441,0.56427,0.5643,177
2025-02-11 07:15:00,0.5643,0.56451,0.56429,0.56438,196
2025-02-11 07:30:00,0.56438,0.56459,0.56426,0.56446,227
2025-02-11 07:45:00,0.56445,0.5646,0.56434,0.5645,178
2025-02-11 08:00:00,0.5645,0.5647,0.56443,0.5646,202
2025-02-11 08:15:00,0.5646,0.56501,0.56451,0.56491,198
2025-02-11 08:30:00,0.5649,0.565,0.5646,0.56474,239
2025-02-11 08:45:00,0.56472,0.56479,0.56459,0.56471,235
2025-02-11 09:00:00,0.56472,0.56477,0.56435,0.5645,408
2025-02-11 09:15:00,0.5645,0.56509,0.56445,0.56499,339
2025-02-11 09:30:00,0.565,0.56505,0.56466,0.56486,411
2025-02-11 09:45:00,0.56489,0.56512,0.56475,0.56477,382
2025-02-11 10:00:00,0.56476,0.56512,0.56474,0.56511,411
2025-02-11 10:15:00,0.5651,0.56541,0.56503,0.56529,409
2025-02-11 10:30:00,0.56529,0.56538,0.56506,0.56515,381
2025-02-11 10:45:00,0.56516,0.56524,0.56494,0.565,300
2025-02-11 11:00:00,0.565,0.56519,0.56484,0.56486,369
2025-02-11 11:15:00,0.56486,0.56496,0.56452,0.56459,328
2025-02-11 11:30:00,0.5646,0.56474,0.56455,0.56462,313
2025-02-11 11:45:00,0.56462,0.56486,0.5646,0.56461,290
2025-02-11 12:00:00,0.56461,0.56478,0.56447,0.56478,335
2025-02-11 12:15:00,0.56478,0.56494,0.5646,0.5646,275
2025-02-11 12:30:00,0.56459,0.56465,0.5643,0.56434,267
2025-02-11 12:45:00,0.56433,0.5644,0.564,0.56406,315
2025-02-11 13:00:00,0.56406,0.56429,0.56404,0.56429,242
2025-02-11 13:15:00,0.56427,0.56435,0.56412,0.56424,185
2025-02-11 13:30:00,0.56425,0.5643,0.56411,0.56415,189
2025-02-11 13:45:00,0.56416,0.56437,0.56415,0.5643,260
2025-02-11 14:00:00,0.56431,0.56446,0.56409,0.5644,411
2025-02-11 14:15:00,0.56438,0.56489,0.56438,0.56467,329
2025-02-11 14:30:00,0.56466,0.5649,0.5646,0.56489,294
2025-02-11 14:45:00,0.56489,0.56498,0.56458,0.56471,359
2025-02-11 15:00:00,0.56471,0.56478,0.56447,0.56471,386
2025-02-11 15:15:00,0.56471,0.56471,0.56446,0.56454,389
2025-02-11 15:30:00,0.56455,0.5648,0.56441,0.56444,349
2025-02-11 15:45:00,0.56444,0.5646,0.5642,0.56458,371
2025-02-11 16:00:00,0.56458,0.56513,0.56456,0.56479,473
2025-02-11 16:15:00,0.56479,0.56538,0.56479,0.56538,362
2025-02-11 16:30:00,0.56538,0.5654,0.56504,0.56514,547
2025-02-11 16:45:00,0.56514,0.56537,0.56505,0.56508,391
2025-02-11 17:00:00,0.5651,0.56529,0.56463,0.5648,544
2025-02-11 17:15:00,0.5648,0.56514,0.56468,0.56503,539
2025-02-11 17:30:00,0.56504,0.56508,0.56467,0.56479,468
2025-02-11 17:45:00,0.56477,0.56511,0.56476,0.56498,440
2025-02-11 18:00:00,0.56498,0.56548,0.56498,0.56545,413
2025-02-11 18:15:00,0.56542,0.56578,0.56542,0.56577,442
2025-02-11 18:30:00,0.56578,0.56584,0.56558,0.56569,351
2025-02-11 18:45:00,0.5657,0.56582,0.56545,0.56546,416
2025-02-11 19:00:00,0.56544,0.56545,0.56524,0.5654,359
2025-02-11 19:15:00,0.5654,0.56558,0.56534,0.56556,300
2025-02-11 19:30:00,0.56556,0.56557,0.56543,0.5655,231
2025-02-11 19:45:00,0.5655,0.56554,0.56519,0.56521,166
2025-02-11 20:00:00,0.56518,0.56548,0.56504,0.56504,236
2025-02-11 20:15:00,0.56504,0.56515,0.56499,0.56501,184
2025-02-11 20:30:00,0.56503,0.56514,0.56494,0.56495,191
2025-02-11 20:45:00,0.56494,0.56497,0.56474,0.56477,221
2025-02-11 21:00:00,0.56478,0.56484,0.56469,0.56469,161
2025-02-11 21:15:00,0.56469,0.56476,0.5646,0.56463,175
2025-02-11 21:30:00,0.56463,0.56604,0.5646,0.56553,416
2025-02-11 21:45:00,0.56553,0.5657,0.56507,0.56512,303
2025-02-11 22:00:00,0.56512,0.56555,0.56512,0.56545,234
2025-02-11 22:15:00,0.56544,0.56563,0.56538,0.56551,221
2025-02-11 22:30:00,0.56552,0.56568,0.56549,0.56563,240
2025-02-11 22:45:00,0.56562,0.56586,0.56561,0.56568,315
2025-02-11 23:00:00,0.56568,0.5657,0.56551,0.56555,141
2025-02-11 23:15:00,0.56555,0.56566,0.56551,0.56557,96
2025-02-11 23:30:00,0.56557,0.5656,0.56536,0.56541,119
2025-02-11 23:45:00,0.56536,0.56546,0.5652,0.56522,295
2025-02-12 00:00:00,0.56508,0.56547,0.56452,0.56514,103
2025-02-12 00:15:00,0.56515,0.56523,0.56505,0.56509,78
2025-02-12 00:30:00,0.56511,0.56526,0.56511,0.56522,79
2025-02-12 00:45:00,0.56522,0.56533,0.5651,0.56526,138
2025-02-12 01:00:00,0.56524,0.56567,0.56514,0.56562,114
2025-02-12 01:15:00,0.5656,0.56562,0.56536,0.56537,143
2025-02-12 01:30:00,0.56538,0.56582,0.56536,0.56581,145
2025-02-12 01:45:00,0.56582,0.56587,0.56572,0.56573,127
2025-02-12 02:00:00,0.56573,0.56576,0.56553,0.56568,186
2025-02-12 02:15:00,0.56568,0.56577,0.56565,0.56571,125
2025-02-12 02:30:00,0.56571,0.56581,0.56528,0.56569,244
2025-02-12 02:45:00,0.5657,0.56588,0.56563,0.56579,276
2025-02-12 03:00:00,0.56578,0.56578,0.56532,0.56563,364
2025-02-12 03:15:00,0.56563,0.56583,0.56554,0.56581,345
2025-02-12 03:30:00,0.5658,0.56606,0.56563,0.56593,391
2025-02-12 03:45:00,0.56594,0.56645,0.56589,0.56643,395
2025-02-12 04:00:00,0.56645,0.5668,0.5664,0.56656,418
2025-02-12 04:15:00,0.56657,0.56683,0.5665,0.56682,269
2025-02-12 04:30:00,0.56683,0.56709,0.56674,0.56709,322
2025-02-12 04:45:00,0.56709,0.56713,0.56681,0.56681,291
2025-02-12 05:00:00,0.56681,0.56683,0.56649,0.56678,286
2025-02-12 05:15:00,0.56678,0.56693,0.56655,0.56659,334
2025-02-12 05:30:00,0.56658,0.56671,0.56592,0.56592,304
2025-02-12 05:45:00,0.56592,0.56628,0.56589,0.56627,240
2025-02-12 06:00:00,0.56627,0.56627,0.56599,0.56624,238
2025-02-12 06:15:00,0.56624,0.56645,0.56619,0.5662,188
2025-02-12 06:30:00,0.5662,0.56625,0.56582,0.56582,181
2025-02-12 06:45:00,0.56582,0.56582,0.56528,0.56532,273
2025-02-12 07:00:00,0.56532,0.56549,0.56519,0.56523,309
2025-02-12 07:15:00,0.56523,0.56543,0.56514,0.56531,207
2025-02-12 07:30:00,0.56531,0.56549,0.56517,0.56543,195
2025-02-12 07:45:00,0.56543,0.56546,0.56524,0.56539,192
2025-02-12 08:00:00,0.56539,0.56552,0.5653,0.56542,201
2025-02-12 08:15:00,0.56543,0.56543,0.5651,0.56516,233
2025-02-12 08:30:00,0.56516,0.56527,0.56491,0.56498,217
2025-02-12 08:45:00,0.56498,0.5652,0.56485,0.56488,293
2025-02-12 09:00:00,0.56486,0.56513,0.56478,0.56486,403
2025-02-12 09:15:00,0.56485,0.56529,0.56484,0.56522,391
2025-02-12 09:30:00,0.56521,0.56521,0.56482,0.56513,379
